url,AKA,Appeared in,BasicTraits,Gender,Hits,Japanese Name,┗ AfterAvalon le Fae,┗ Costume 1,┗ Costume 1 ~ 2,┗ Costume 1 ~ 3,┗ Costume 2,┗ Costume 3,┗ Default,┗ Except Paladin,┗ London Demon Pillar,┗ Paladin,┗ Sesshōin Kiara,┗ Stage 1,┗ Stage 1 / Costume 1,┗ Stage 1 ~ 2,┗ Stage 1 ~ 3,"┗ Stage 1, 3","┗ Stage 1, 3, Costume 1","┗ Stage 1, Costume 1",┗ Stage 1-2,┗ Stage 2,┗ Stage 2 ~ 3,┗ Stage 2 ~ 3 / Costume 1,┗ Stage 2-3,┗ Stage 3,┗ Stage 3 / Costume 1,┗ Stage 3 / Costume 3,┗ Super Aoko,┗Avalon le FaeNPC,┗Jekyll,┗S I NNPC,┗ShimosaNPC,┗TraumNPC,┗Yuga KshetraNPC
https://fategrandorder.fandom.com/wiki/Okita_S%C5%8Dji,"AKA:Also Known AsOkita SoujiOkita SoujiNA Localization, Sakura Saber, Shinsengumi 1st Unit Captain",,"Artoria Face,Costume-Owning,Hominidae Servant,Humanoid,Riding,Servant,Shinsengumi,Weak to Enuma Elish",Female,55|22|11|33,沖田総司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Oda_Nobunaga,"AKA:Also Known AsDemon King of the Sixth Heaven(第六天魔王,Dairoku Ten-Maō??)Demon Archer, Big Fool of Owari, Nobu",,"Hominidae Servant,Humanoid,King,Nobunaga,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|44|44|55,織田信長,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Sc%C3%A1thach,"AKA:Also Known AsQueen of the Land of Shadows(影の国の女王,Kage no Kuni no Joō??), Witch of Dún Scáith, Lord of Spirits, Shishō",,"Costume-Owning,Hominidae Servant,Humanoid,King,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|33|66|77,スカサハ,,"Animal Characteristics Servant,Bunny Servant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Diarmuid_Ua_Duibhne,"AKA:Also Known AsBeautiful Young Warrior(麗しの若武者,Uruwashi no Wakamusha??)DiarmuidDiarmuidBattle Name, Diarmuid O'Dyna, Diarmuid of the Love Spot",,"Hominidae Servant,Humanoid,Loved One,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|22|44,ディルムッド・オディナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Fergus_mac_R%C3%B3ich,AKA:Also Known AsFergusFergusBattle Name,,"Hominidae Servant,Humanoid,King,Loved One,Riding,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,フェルグス・マック・ロイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Artoria_Pendragon_(Santa_Alter),"AKA:Also Known AsSanta AlterSanta AlterBattle Name,Altria Pendragon (Santa Alter)Altria Pendragon (Santa Alter)NA Localization",,"Arthur,Artoria Face,Dragon,Hominidae Servant,Humanoid,King,Riding,Round Table Knight,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|22|11|33,アルトリア・ペンドラゴン〔サンタオルタ〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Nursery_Rhyme,AKA:Also Known AsAlice,,"Fairy Tale Servant,Humanoid,Non-Hominidae Servant,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,33|33|11|33,ナーサリー・ライム,,,,,,,,,,,,Levitating Servant,,,,,,,,,Child Servant,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Jack_the_Ripper,"AKA:Also Known AsInnocent Murderer(無垢なる殺人鬼,Mukunaru Satsujinki??)JackJackBattle Name, 切り裂きジャック, Assassin of Black, Legendary Serial Killer",,"Child Servant,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,55|22|22|44,ジャック・ザ・リッパー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Mordred,"AKA:Also Known AsKnight of Treachery(叛逆の騎士,Hangyaku no Kishi??)Saber of Red, The Knight of Londinium, Mordred the Silent, Mo-san (モーさん)",,"Artoria Face,Costume-Owning,Dragon,Hominidae Servant,Humanoid,Riding,Round Table Knight,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|33|11|44,モードレッド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Nikola_Tesla,"AKA:Also Known AsDr. Raiden(雷電博士,Raiden Hakase??), The Modern Prometheus, Godlike Genius",,"Enuma Elish Nullification,Hominidae Servant,Humanoid,Loved One,Servant,Seven Knights Servant",Male,33|22|11|33,ニコラ・テスラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Artoria_Pendragon_(Lancer_Alter),"AKA:Also Known AsArtoriaArtoriaBattle Name, Artoria Lancer, King of Storms,Altria Pendragon (Alter)Altria Pendragon (Alter)NA Localization",,"Arthur,Artoria Face,Dragon,Hominidae Servant,Humanoid,King,Riding,Round Table Knight,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|33|11|44,アルトリア・ペンドラゴン〔オルタ〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Paracelsus_von_Hohenheim,AKA:Also Known AsParacelsusParacelsusBattle Name,,"Costume-Owning,Hominidae Servant,Humanoid,Loved One,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,ヴァン・ホーエンハイム・パラケルスス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Charles_Babbage,"AKA:Also Known AsDream of Steam(蒸気の夢,Jōki no Yume??)King of Steam(蒸気王,Jōki-Ō??),BabbageBabbageBattle Name, Father of the Computer",,"Hominidae Servant,Humanoid,Immune to Pigify,Mechanical,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,チャールズ・バベッジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Henry_Jekyll_%26_Hyde,"AKA:Also Known AsDouble Entities(二重存在者,Nijū Sonzai-sha??)JekyllJekyllBattle Name,HydeHydeBattle Name, Dr. Jekyll and Mr. Hyde, Edward Hyde",,"Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,ヘンリー・ジキル＆ハイド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loved One,,,,
https://fategrandorder.fandom.com/wiki/Frankenstein,"AKA:Also Known AsInnocent Bride(無垢なる花嫁,Mukunaru Hanayome??), Berserker of Black,FranFranBattle Name, Frankenstein's Monster",,"Hominidae Servant,Humanoid,Mechanical,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|22|11|33,フランケンシュタイン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Solomon_(Enemy),"AKA:Also Known AsGrand Caster, King of Magic,King Solomon(ソロモン王??)King Solomon(ソロモン王??)Tooltip forKing Solomon(ソロモン王??)ⓘBattle Name,Solomon-Goetia,The Four Devoting Pillars",,"Humanoid,King,Non-Hominidae Servant,Servant,Weak to Enuma Elish",Male,22|11|11|33,ソロモン,,,,,,,,,Super Large,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Arjuna,"AKA:Also Known AsThe Endowed Hero(授かりの英雄,Sazukari no Eiyū??), Silent Sniper, Rogue Archer, The Man of Rectitude, The Child of Thunder, Kiriti (The Crowned One)",,"Costume-Owning,Divinity,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|33|33|55,アルジュナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Karna,"AKA:Also Known AsHero of Charity(施しの英雄,Hodokoshi no Eiyū??)Lancer of Red, Son of the Sun God, Launcher, Karno, Hero of Benefaction",,"Costume-Owning,Divinity,Hominidae Servant,Humanoid,Loved One,Riding,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,33|33|11|44,カルナ,,,,,,Summer Mode Servant,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Mysterious_Heroine_X,"AKA:Also Known AsHeroine XHeroine XBattle Name, MHX, A-X,Mysterious Racer XMysterious Racer XDead Heat Summer Race",,"Arthur,Artoria Face,Costume-Owning,Dragon,Enuma Elish Nullification,Hominidae Servant,Humanoid,King,Riding,Servant,Seven Knights Servant,Spaceflight-able Servant",Female,44|22|11|44,謎のヒロインX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Fionn_mac_Cumhaill,"AKA:Also Known AsFionnFionnBattle Name, Finn MacCool, Finn MacCoul",,"Divinity,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|44,フィン・マックール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Brynhildr,"AKA:Also Known AsBrynhildBrynhildNA Localization, Brünnhilde, Sigrdrífa, Brunilda",,"Divine Spirit,Divinity,Humanoid,Levitating Servant,Non-Hominidae Servant,Riding,Servant,Seven Knights Servant,Valkyrie,Weak to Enuma Elish",Female,33|22|11|55,ブリュンヒルデ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Beowulf,AKA:Also Known AsKing of Savagery,,"Hominidae Servant,Humanoid,King,Loved One,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,33|33|11|44,ベオウルフ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Nero_Claudius_(Bride),"AKA:Also Known AsNero BrideNero BrideBattle Name, Saber Bride",,"Artoria Face,Hominidae Servant,Humanoid,King,Riding,Roman,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,33|33|11|55,ネロ・クラウディウス〔ブライド〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Ry%C5%8Dgi_Shiki_(Saber),"AKA:Also Known As「Ryōgi Shiki」, Void Shiki, Saber Shiki,Ryougi Shiki (Saber)Ryougi Shiki (Saber)NA Localization",,"Costume-Owning,Enuma Elish Nullification,Hominidae Servant,Humanoid,Immune to Pigify,Servant,Seven Knights Servant",Female,44|22|11|44,両儀式,,,,"Animal Characteristics Servant,Bunny Servant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Ry%C5%8Dgi_Shiki_(Assassin),"AKA:Also Known AsRyougi Shiki,Ryougi Shiki (Assassin)Ryougi Shiki (Assassin)NA Localization",,"Enuma Elish Nullification,Hominidae Servant,Humanoid,Living Human,Servant",Female,44|22|11|55,両儀式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Amakusa_Shir%C5%8D,"AKA:Also Known AsThe One who Sought for an Endless Dream(終わりのない夢を追う者,Owari no Nai Yume wo Ō-mono??),Amakusa ShirouAmakusa ShirouNA Localization,Amakusa Shirō Tokisada(天草四郎時貞??),Shirō Kotomine(シロウ・コトミネ??)",,"Costume-Owning,Hominidae Servant,Humanoid,Servant,Weak to Enuma Elish",Male,33|22|11|77,天草四郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Astolfo,"AKA:Also Known AsKnight of Evaporated Sanity(理性蒸発の騎士,Risei Jōhatsu no Kishi??) Rider of Black, Sailor Paladin",,"Costume-Owning,Feminine Looking,Hominidae Servant,Humanoid,Riding,Servant,Seven Knights Servant,Weak to Enuma Elish",Unknown,22|22|11|44,アストルフォ,,Bunny Servant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Kid_Gil,"AKA:Also Known AsKo-Gil, Young Gil, Child Gil, Gil-kun,Gilgamesh (Child)Gilgamesh (Child)NA Localization",,"Beautiful Boy,Child Servant,Divinity,Hominidae Servant,Humanoid,King,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,33|33|33|33,子ギル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Edmond_Dant%C3%A8s,"AKA:Also Known AsThe King of the Cavern(巌窟王,Gankutsuō??)",,"Costume-Owning,Hominidae Servant,Humanoid,Servant,Weak to Enuma Elish",Male,44|22|33|55,巌窟王 エドモン・ダンテス,,Summer Mode Servant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Nightingale,"AKA:Also Known AsAngel of Crimea(クリミアの天使,Kurimia no Tenshi??)Florence NightingaleFlorence NightingaleNA Localization(フローレンス・ナイチンゲール??), Mercédès, The White Cloth of Steel, The Lady with the Lamp",,"Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,66|22|11|55,ナイチンゲール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/C%C3%BA_Chulainn_(Alter),"AKA:Also Known AsCú Chulainn AlterCú Chulainn AlterBattle Name, Cú Alter, Mad King Cú Chulainn",,"Costume-Owning,Divinity,Hominidae Servant,Humanoid,Loved One,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,44|33|33|55,クー・フーリン〔オルタ〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Queen_Medb,"AKA:Also Known AsQueen of Connacht(コノートの女王,Konōto no Joō??),MedbMedbBattle Name, Queen Maeve, Eternal Lady",,"Costume-Owning,Hominidae Servant,Humanoid,King,Riding,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,33|22|11|77,女王メイヴ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Helena_Blavatsky,"AKA:Also Known AsBlavatskyBlavatskyBattle Name, Elena Blavatsky, Madame Blavatsky, Еле́на Петро́вна Блава́тская, Yelena Petrovna Blavatskaya",,"Costume-Owning,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,66|33|11|33,エレナ・ブラヴァツキー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Rama,,,"Beautiful Boy,Divinity,Hominidae Servant,Humanoid,King,Loved One,Riding,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|44,ラーマ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Li_Shuwen_(Lancer),"AKA:Also Known AsNo Second Strike(二の打ち要らず,Ni no Uchi Irazu??)Legendary Spearman, God Spear Li (神槍李)",,"Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,33|33|11|55,神槍 李書文,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Thomas_Edison,"AKA:Also Known AsThe Wizard of Menlo Park(メンロパークの魔術師,Menropāku no Majutsu-shi??)Thomas Alva Edison, King of Inventors, Presi-king",,"Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,33|33|33|55,トーマス・エジソン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Geronimo,"AKA:Also Known AsGoyaałé, Jeronimo",,"Hominidae Servant,Humanoid,Loved One,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|44,ジェロニモ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Billy_the_Kid,"AKA:Also Known AsThe Boy Bandit King(少年悪漢王??),BillyBillyBattle Name",,"Beautiful Boy,Hominidae Servant,Humanoid,Riding,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|33|44|44,ビリー・ザ・キッド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Jeanne_d%27Arc_(Alter),"AKA:Also Known AsDragon Witch(竜の魔女,Ryū no Majo??),Jeanne AlterJeanne AlterBattle Name, Jalter, Witch of Vengeance, 邪ンヌ",,"Artoria Face,Costume-Owning,Hominidae Servant,Humanoid,Servant,Weak to Enuma Elish",Female,33|22|44|77,ジャンヌ・ダルク〔オルタ〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Angra_Mainyu,"AKA:Also Known AsAvenger, All the World's Evil, King of Daemons,Aŋra MainiiuAŋra MainiiuNA Localization",,"Hominidae Servant,Humanoid,Servant,Weak to Enuma Elish",Male,33|22|11|44,アンリマユ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Iskandar,"AKA:Also Known AsThe King of Conquerors of the Distant Lands(遥かなる征服王,Harukanaru Seifuku-ō??)Alexanderthe Great, King of Conquerors",,"Divinity,Greek Mythology Male,Hominidae Servant,Humanoid,King,Loved One,Riding,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,33|22|11|66,イスカンダル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/EMIYA_(Assassin),"AKA:Also Known AsEmiya Kiritsugu(衛宮切嗣,Emiya Kiritsugu??),EMIYAEMIYABattle Name, Magus Killer,Emiya (Assassin)Emiya (Assassin)NA Localization",,"Hominidae Servant,Humanoid,Loved One,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,44|22|66|88,エミヤ〔アサシン〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Hassan_of_the_Hundred_Faces,"AKA:Also Known AsLeader of Hashasheen(暗殺教団教主,Ansatsu Kyōdan Kyōshu??)Asa-ko(アサ子??), Hundred-Faced Hassan,Hassan of the Hundred PersonasHassan of the Hundred PersonasNA Localization",,"Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,33|33|11|66,百貌のハサン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Irisviel_(Dress_of_Heaven),"AKA:Also Known AsIrisviel von Einzbern,IriIriBattle Name, White Holy Grail,Irisviel (Holy Grail)Irisviel (Holy Grail)NA Localization",,"Divinity,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,33|33|33|44,アイリスフィール〔天の衣〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Shuten_D%C5%8Dji,"AKA:Also Known AsShuten-DoujiShuten-DoujiNA Localization,Ibuki Dōji,Saṃghāta Hell Berserker(バーサーカー・衆合地獄??)",,"Costume-Owning,Demon Beast,Demonic,Divinity,Dragon,Humanoid,Non-Hominidae Servant,Oni,Serpent,Servant,Seven Knights Servant,Shuten Dōji,Weak to Enuma Elish",Female,44|33|11|66,酒呑童子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Xuanzang_Sanzang,"AKA:Also Known AsThe Bonze of Tang Dynasty(唐代の法師,Tō-dai no Hōshi??)Genjō Sanzō",,"Divinity,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,33|22|11|66,玄奘三蔵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Minamoto_no_Raik%C5%8D,"AKA:Also Known AsMinamoto-no-RaikouMinamoto-no-RaikouNA Localization, Minamoto no Yorimitsu,Ushi Gozen(丑御前??),Kālasūtra Hell Rider(ライダー・黒縄地獄??)",,"Divinity,Genji,Hominidae Servant,Humanoid,Riding,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,33|44|11|55,源頼光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Sakata_Kintoki_(Rider),AKA:Also Known AsKintarō(金太郎??),,"Divinity,Fairy Tale Servant,Genji,Hominidae Servant,Humanoid,Loved One,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,44|22|11|55,坂田金時,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Ibaraki_D%C5%8Dji,"AKA:Also Known AsIbaraki-DoujiIbaraki-DoujiNA Localization, Banana Oni",,"Child Servant,Demon Beast,Demonic,Humanoid,Non-Hominidae Servant,Oni,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,44|22|11|55,茨木童子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/F%C5%ABma_Kotar%C5%8D,"AKA:Also Known AsFuuma Kotarou,Fuuma ""Evil-wind"" KotarouFuuma ""Evil-wind"" KotarouNA Localization",,"Costume-Owning,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,44|44|11|44,風魔小太郎,,Summer Mode Servant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Ozymandias,"AKA:Also Known AsKing of Gods(神王,Shin-Ō??)Ramesses II, King of Kings, Meryamen, Sun King, God-king",,"Divinity,Hominidae Servant,Humanoid,King,Loved One,Riding,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,55|33|11|55,オジマンディアス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Artoria_Pendragon_(Lancer),"AKA:Also Known AsLion King(獅子王,Shishi-Ō??)King Arthur,ArtoriaArtoriaBattle Name, King of Knights, Goddess of Rhongomyniad,Altria Pendragon (Lancer)Altria Pendragon (Lancer)NA Localization",,"Arthur,Artoria Face,Dragon,Hominidae Servant,Humanoid,King,Riding,Round Table Knight,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,33|22|11|55,アルトリア・ペンドラゴン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Nitocris,"AKA:Also Known AsAvatar of the Sky(天空の化身,Tenkū no Keshin??)Nitocret, Neithikerty",,"Costume-Owning,Divine Spirit,Divinity,Hominidae Servant,Humanoid,King,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,44|33|33|55,ニトクリス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Lancelot_(Saber),"AKA:Also Known AsSir Lancelot du Lac, Lord of Joyous Gard, Knight of the Lake",,"Costume-Owning,Hominidae Servant,Humanoid,Loved One,Riding,Round Table Knight,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,33|22|44|55,ランスロット,,Summer Mode Servant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Tristan,"AKA:Also Known AsDrustanus, Trystan, Tristram, Trischin, Child of Sadness, Tristão",,"Costume-Owning,Hominidae Servant,Humanoid,Round Table Knight,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,44|33|55|66,トリスタン,,Summer Mode Servant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Gawain,"AKA:Also Known AsHoly Sword of the Sun(太陽の聖剣,Taiyō no Seiken??)Knight of the Sun, White Knight of the Round Table",,"Costume-Owning,Hominidae Servant,Humanoid,Loved One,Riding,Round Table Knight,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|55,ガウェイン,,,,,Summer Mode Servant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Hassan_of_the_Serenity,AKA:Also Known AsMary,,"Costume-Owning,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,33|33|44|55,静謐のハサン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Tawara_T%C5%8Dta,"AKA:Also Known AsFujiwara no Hidesato(藤原秀郷??), Tawara no Touta,Tawara ToutaTawara ToutaNA Localization",,"Hominidae Servant,Humanoid,Loved One,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|33|11|55,俵藤太,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Bedivere,"AKA:Also Known AsThe Silver Arm(銀色の腕,Gin'iro no Ude??)Lucius, The Shining Airgetlám, Wandering Knight (放浪の騎士, Hōrō no kishi)",,"Costume-Owning,Hominidae Servant,Humanoid,Loved One,Riding,Round Table Knight,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|55,ベディヴィエール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Leonardo_Da_Vinci,"AKA:Also Known AsUniversal Genius(万能の天才??),Da Vinci-chan(ダ・ヴィンチちゃん??),Da VinciDa VinciBattle Name, Shopkeeper,Leonardo da VinciLeonardo da VinciNA Localization",,"Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,44|33|11|44,レオナルド・ダ・ヴィンチ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Tamamo_no_Mae_(Lancer),"AKA:Also Known AsTamamo-chan SummerTamamo-chan SummerBattle Name, Tamamo Shark,Tamamo-no-Mae (Lancer)Tamamo-no-Mae (Lancer)NA Localization",,"Animal Characteristics Servant,Demonic Beast Servant,Divine Spirit,Divinity,Goddess Servant,Humanoid,Non-Hominidae Servant,Riding,Servant,Seven Knights Servant,Summer Mode Servant,Weak to Enuma Elish",Female,44|22|33|44,玉藻の前;タマモちゃんサマータマモちゃんサマーBattle Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Artoria_Pendragon_(Archer),"AKA:Also Known AsArtoriaArtoriaBattle Name, Archuria, Squirtoria,Altria Pendragon (Archer)Altria Pendragon (Archer)NA Localization",,"Arthur,Artoria Face,Dragon,Hominidae Servant,Humanoid,King,Round Table Knight,Servant,Seven Knights Servant,Summer Mode Servant,Weak to Enuma Elish",Female,44|33|33|55,アルトリア・ペンドラゴン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Marie_Antoinette_(Caster),,,"Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Summer Mode Servant,Weak to Enuma Elish",Female,33|55|11|44,マリー・アントワネット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Anne_Bonny_%26_Mary_Read_(Archer),AKA:Also Known AsAnne BonnyAnne BonnyBattle Name,,"Group Servant,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Summer Mode Servant,Weak to Enuma Elish",Female,33|22|11|55,アン・ボニー＆メアリー・リード,,,,,,,,,,,,,,,,,,,,,,,,Bunny Servant,,,,,,,,,
